"PC1","PC2","Date","Coin"
-0.978068400184346,-0.458747121922497,2020-10-21,"ETH"
-1.09050289307134,-0.0582730647458924,2020-10-22,"ETH"
-1.12745392222219,0.0796898047602382,2020-10-23,"ETH"
-1.17454195706558,0.266505638938448,2020-10-24,"ETH"
-1.22797264672784,0.377991555850407,2020-10-25,"ETH"
-1.13844159934693,-0.0122528629833477,2020-10-26,"ETH"
-1.15394577681341,0.101830054065486,2020-10-27,"ETH"
-1.1187211367783,-0.0160715171116479,2020-10-28,"ETH"
-1.15834374327079,0.204322317935247,2020-10-29,"ETH"
-1.15797202913692,0.128375765022571,2020-10-30,"ETH"
-1.2209824785638,0.344614333831623,2020-10-31,"ETH"
-1.23321695396989,0.41876407968201,2020-11-01,"ETH"
-1.15547969810692,0.0982914845949012,2020-11-02,"ETH"
-1.18899893024243,0.225727904927155,2020-11-03,"ETH"
-1.11502649512575,-0.00144418910716194,2020-11-04,"ETH"
-1.10758750155793,-0.0316641959707166,2020-11-05,"ETH"
-1.02926452953111,-0.136856639365846,2020-11-06,"ETH"
-0.970123524274129,-0.324936474806448,2020-11-07,"ETH"
-1.19663120665044,0.343313916198802,2020-11-08,"ETH"
-1.1289841809829,0.12955936692516,2020-11-09,"ETH"
-1.16707737432097,0.275488956541517,2020-11-10,"ETH"
-1.09621148366052,0.102446088297654,2020-11-11,"ETH"
-1.13944046580159,0.205855169286498,2020-11-12,"ETH"
-1.11409818548893,0.182363891446969,2020-11-13,"ETH"
-1.20689450471091,0.436398695584025,2020-11-14,"ETH"
-1.20031071612989,0.44105565997828,2020-11-15,"ETH"
-1.1692901461015,0.337969641580005,2020-11-16,"ETH"
-1.06938046078707,0.0586245792980413,2020-11-17,"ETH"
-0.980051555246859,-0.235462081811471,2020-11-18,"ETH"
-1.12768718960664,0.249217989909882,2020-11-19,"ETH"
-0.937167476406819,-0.297931665842476,2020-11-20,"ETH"
-0.858956575569364,-0.485934773637209,2020-11-21,"ETH"
-0.813046680794891,-0.590359429761184,2020-11-22,"ETH"
-0.67860202246634,-1.07571475235668,2020-11-23,"ETH"
-0.760583977368514,-0.707874070121764,2020-11-24,"ETH"
-0.85688695130263,-0.42117994066753,2020-11-25,"ETH"
-0.584920339791472,-1.41060847177296,2020-11-26,"ETH"
-0.970523541953989,-0.132047926943752,2020-11-27,"ETH"
-1.03173221013228,0.0475528820795477,2020-11-28,"ETH"
-0.980234954292851,0.037542481709526,2020-11-29,"ETH"
-0.811037004683287,-0.428490543580942,2020-11-30,"ETH"
-0.626018352079459,-1.04343306338203,2020-12-01,"ETH"
-0.941200559394406,-0.13697316219798,2020-12-02,"ETH"
-0.928923078605632,-0.061145288868092,2020-12-03,"ETH"
-0.939477673051745,-0.0779037774353965,2020-12-04,"ETH"
-1.00888552587566,0.175534586206026,2020-12-05,"ETH"
-1.0651065569688,0.373812545023357,2020-12-06,"ETH"
-1.08329739398322,0.425172093290839,2020-12-07,"ETH"
-0.997547792812038,0.0955114555923112,2020-12-08,"ETH"
